	sequences per sample	iteration	DTM100	DTM113	DTM15	DTM34	DTM42	DTM44	DTM45	DTM47	DTM55	DTM56	DTM69	DTM72	DTM73	DTM74	DTM96	DTM98	DTM99
alpha_rarefaction_91_9.biom	91	9	1.84939884718	1.98128553035	3.02191124412	1.73250199079	2.54169586853	1.74772424639	2.31537659344	2.65604067556	1.44307505455	2.38557686099	2.56451676383	0.881379799754	0.260145363948	2.19132979177	0.984365568937	1.18071854001	2.10380228084
alpha_rarefaction_100_0.biom	100	0	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_1.biom	100	1	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_2.biom	100	2	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_3.biom	100	3	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_4.biom	100	4	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_5.biom	100	5	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_6.biom	100	6	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_7.biom	100	7	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_8.biom	100	8	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
alpha_rarefaction_100_9.biom	100	9	1.82734425922	1.98128553035	n/a	n/a	2.74410214572	1.73326992861	n/a	2.94272406061	n/a	2.36080676046	2.56451676383	n/a	0.474847407149	n/a	n/a	1.29329286947	n/a
